Secretary_Clinton	1928.6349782078692
United_States	1582.65386804903
Senator_Sanders	1430.490764995243
Senator_Rubio	1109.1112295674834
Wall_Street	1050.378694855774
Senator_Cruz	1000.1855691365586
New_Hampshire	908.0197777658559
President_Obama	788.9489874026619
Governor_Christie	732.7257542072496
Governor_Bush	728.8350811850478
North_Korea	597.3617719755027
Governor_Kasich	589.1031551108515
commercial_break	556.4690710489392
Senator_Paul	547.8797358958528
Hillary_Clinton	486.48080519364464
health_care	460.21407947612664
Donald_Trump	447.3320619557984
bell_rings	439.30608437343244
climate_change	436.45248108215134
Barack_Obama	409.1356822232396
foreign_policy	399.3244418178018
White_House	386.00309121441626
Des_Moines	380.3797449598837
Dana_Bash	349.476587224584
Ronald_Reagan	345.09198162490304
Middle_East	325.27298204530655
middle_class	325.25035502426175
eminent_domain	311.9405772606069
New_Jersey	311.9299981450364
South_Carolina	308.45767968406824
Welcome_back	295.75915192605123
Social_Security	281.60086776053635
criminal_justice	275.8345565361527
general_election	266.2674393314152
video_clip	243.65228963856939
Mrs_Fiorina	242.47476199964763
Glass_Steagall	240.48862937291688
years_ago	236.24779169347124
Republican_presidential	234.44597073766536
presidential_debate	232.99295579456142
closing_statements	229.6210495867263
make_sure	227.45107618568377
national_security	225.4848956046252
little_bit	222.83644925045502
Democratic_Party	214.54523273307515
American_people	213.6624572206777
death_penalty	210.17222287994394
San_Bernardino	204.05382382045178
Good_evening	203.85528634108164
Vladimir_Putin	202.48750741413016
Governor_Huckabee	192.07094562349732
pro_life	191.9951190075941
Senator_Webb	191.13748857447936
campaign_trail	188.83455550265234
Supreme_Court	185.54502141253246
undocumented_immigrants	178.09619233269396
Marco_Rubio	177.3163547032396
immigration_reform	172.4892224978821
minimum_wage	170.20582723340368
African_American	167.24463168749168
law_enforcement	164.7873518639582
federal_government	161.95079585022535
break_Welcome	160.62855243160917
Hugh_Hewitt	158.01946886398892
21st_century	156.80546863680811
gun_safety	154.80316059726093
four_years	154.11528276508548
last_year	153.6294914468386
nuclear_weapons	150.10220652506896
applause_Well	148.6590516074441
Goldman_Sachs	147.83133750334073
Las_Vegas	147.83133750334073
income_inequality	144.67195967038128
elected_president	144.635107729932
come_back	142.39367312965044
safety_legislation	141.0079526585566
Patriot_Act	138.90332268406544
Mary_Katherine	133.41073847755416
Syrian_refugees	133.19528348455702
Governor_Chafee	133.07242963904707
Bernie_Sanders	132.5755817739129
hedge_fund	132.26834364878152
Affordable_Care	128.56244362112125
Juan_Carlos	128.56244362112125
Saddam_Hussein	128.56244362112125
Salem_Radio	128.56244362112125
seven_years	127.15826928398968
New_York	126.20635834113345
100_percent	125.49305766983606
Fox_News	123.85830827486997
social_media	121.82949992584771
Radio_Network	119.56508130717624
special_interests	118.85258524598687
right_back	118.23468609991721
eight_years	116.47976399397962
political_process	116.02994666232762
lives_matter	115.28255334267931
things_done	112.64677559051142
Ben_Carson	112.5107719672218
Air_Force	108.95863563543625
Rhode_Island	108.95863563543625
Tax_Foundation	108.95863563543625
last_week	108.94945118991717
applause_commercial	108.91240658261323
next_president	108.88693557441454
Ted_Cruz	108.77312799542565
Governor_Walker	107.49547353229026
MALLEY_John	106.97331539954567
put_forward	106.87516780096894
clean_electric	104.8761286706539
Moines_Register	104.12787153892549
Saudi_Arabia	103.5519011290406
Care_Act	103.43512090054044
day_one	101.2184258789217
debt_free	100.86484714673703
stage_tonight	100.66753633822493
Koch_brothers	100.58286139524266
Moines_Iowa	99.86859746528206
million_people	99.59910475114107
single_payer	99.46597262981238
comprehensive_gun	98.43962508543926
Kim_Jong	98.37362382490855
background_checks	98.37362382490855
fly_zone	98.1451867764165
York_Times	96.59332725668443
Silicon_Valley	95.09569202423735
justice_reform	94.94734197642792
Governor_thank	93.55850430104186
insurance_companies	93.4118646278819
air_strikes	93.16339999702414
mass_destruction	92.65799725163964
search_app	92.65799725163964
trade_agreement	92.41297045778197
town_hall	92.20716777094182
family_leave	92.20479705734006
normalize_relations	91.63539613265468
campaign_finance	91.51938252986216
World_War	91.18667336660693
100_days	91.16035321326859
MALLEY_Anderson	90.87263960230297
working_families	90.3676888018532
Carly_Fiorina	90.20192725660041
private_sector	90.11419006902659
black_lives	90.01084478757836
voter_turnout	89.68905828873804
Minimum_Wage	88.95209722518987
Republican_Presidential	88.94354736268733
Presidential_Debate	88.21771424993375
move_forward	88.0499327240004
health_insurance	87.90331387717275
every_single	87.7076603255935
bottom_line	85.5347541046064
military_force	84.6093872370795
country_safe	84.08795294152073
COMMERCIAL_BREAK	83.948072989808
Planned_Parenthood	83.948072989808
enhanced_interrogation	83.948072989808
begin_video	83.3992243023128
speaking_fees	83.25994436584526
Carlos_Lopez	81.3139272056521
Selective_Service	81.3139272056521
Boulder_Colorado	81.05086803464557
comprehensive_immigration	80.91819712562537
public_service	80.61353010800778
opening_statement	80.29325320414458
missile_defense	79.8698884275746
year_old	79.29761315466911
get_started	79.15924869553444
nuclear_codes	79.08772203556381
border_security	78.87731162374564
Iraq_war	78.29253693860805
one_thing	78.27193405341167
Nancy_Cordes	77.86174233623075
said_quote	77.52876240584777
Former_Florida	77.10408901159468
Keystone_Pipeline	76.58678884643805
Keystone_pipeline	76.58678884643805
Zika_virus	76.30994327763521
playing_field	76.30994327763521
Fourth_Amendment	75.49186388500473
Simi_Valley	75.49186388500473
raise_taxes	75.3961239089288
Well_let	75.38212240779647
Google_search	75.33588643409715
last_night	75.25968188029745
first_time	74.7577864435858
Andrea_Mitchell	74.53149819935925
Federal_Minimum	74.53149819935925
